bloomberg_ticker,yahoo,data_provider,signals_ticker
6754 JP,6754.T,yahoo,6754.T
MCOV B SS,,eodhd,MCOV-B.ST
DRD US,,eodhd,DRD.US
RHBBANK MK,1066.KL,eodhd,1066.KLSE
INS GR,INS.F,eodhd,INS.XETRA
BCART BB,,eodhd,BCART.BR
6954 JP,6954.T,yahoo,6954.T
PAG US,PAG,eodhd,PAG.US
KNSY US,,eodhd,KNSY.US
OMV AV,OMV.VI,eodhd,OMV.VI
EZM CN,,eodhd,EZM.CN
KOFUBL MF,KOFUBL.MX,eodhd,KOFUBL.MX
AT CN,,eodhd,AT.TO
HKRS US,,eodhd,HKRS.US
ATH US,,eodhd,ATH.US
023530 KS,023530.KS,eodhd,023530.KQ
DMRC US,DMRC,eodhd,DMRC.US
8249 TT,,eodhd,8249.TW
FFWM US,FFWM,eodhd,FFWM.US
CTSH US,CTSH,eodhd,CTSH.US
IHG LN,IHG.L,eodhd,IHG.LSE
BBL TB,,eodhd,BBL.BK
TPX US,TPX,eodhd,TPX.US
AND AU,,eodhd,AND.AU
NEM CN,,eodhd,NEM.V
JBLU US,JBLU,eodhd,JBLU.US
CCB US,CCB,eodhd,CCB.US
AMAG DC,,eodhd,AMAG.CO
4091 JP,4091.T,yahoo,4091.T
SNBR US,SNBR,eodhd,SNBR.US
ALR PW,,eodhd,ALR.WAR
3569 JP,,yahoo,
TKDV DC,,eodhd,TKDV.CO
AMPH US,AMPH,eodhd,AMPH.US
CMPR US,,eodhd,CMPR.US
CDL US,,eodhd,CDL.US
5988 JP,,yahoo,
AEZ US,,eodhd,AEZ.US
FEM FP,,eodhd,FEM.PA
TOPG MK,7113.KL,eodhd,7113.KLSE
BOSS SS,,eodhd,BOSS.ST
8385 JP,8385.T,yahoo,8385.T
6284 JP,,yahoo,
IRBT US,IRBT,eodhd,IRBT.US
PNX US,,eodhd,PNX.US
MA US,MA,eodhd,MA.US
CWST US,CWST,eodhd,CWST.US
COUP US,COUP,eodhd,COUP.US
FVE US,,eodhd,FVE.US
AMCC US,,eodhd,AMCC.US
SSPG LN,SSPG.L,eodhd,SSPG.LSE
KRMD US,,eodhd,KRMD.US
702 HK,,eodhd,0702.HK
2175 JP,2175.T,yahoo,2175.T
LPT US,,eodhd,LPT.US
VEC LN,,eodhd,VEC.LSE
FLT AU,,eodhd,FLT.AU
HGV US,HGV,eodhd,HGV.US
KPA US,,eodhd,KPA.US
NAT SM,,eodhd,NAT.MC
8184 JP,,yahoo,
SCC TB,SCC.BK,eodhd,SCC.BK
282330 KS,282330.KS,eodhd,282330.KO
KYGA ID,KRZ.IR,eodhd,KRZ.IR
ROSE SW,ROSE.SW,eodhd,ROSE.SW
NEE US,NEE,eodhd,NEE.US
ACLS US,ACLS,eodhd,ACLS.US
TWTI US,,eodhd,TWTI.US
9757 JP,9757.T,yahoo,9757.T
EXPN LN,EXPN.L,eodhd,EXPN.LSE
DML AU,,eodhd,DML.AU
005180 KS,,eodhd,005180.KQ
MIG US,,eodhd,MIG.US
PCRT SP,,eodhd,PCRT.SG
SRAIL SW,,eodhd,SRAIL.SW
PCOP US,,eodhd,PCOP.US
ATHR US,,eodhd,ATHR.US
COSI US,,eodhd,COSI.US
ECLP US,,eodhd,ECLP.US
4571 JP,,yahoo,
BIVN US,,eodhd,BIVN.US
NT CN,,eodhd,NT.TO
5942 JP,,yahoo,
ECO SJ,,eodhd,ECO.JSE
JLL US,JLL,eodhd,JLL.US
PPL US,PPL,eodhd,PPL.US
3382 HK,,eodhd,3382.HK
OCUL US,OCUL,eodhd,OCUL.US
5981 JP,,yahoo,
VFF CN,,eodhd,VFF.TO
GTK US,,eodhd,GTK.US
007310 KS,007310.KS,eodhd,007310.KQ
WYL AU,,eodhd,WYL.AU
604 HK,,eodhd,0604.HK
SCT IM,,eodhd,SCT.MI
002990 KS,,eodhd,002990.KQ
1519 TT,,eodhd,1519.TW
E2V LN,,eodhd,E2V.LSE
CSSC SP,,eodhd,CSSC.SG
DMTK US,DMTK,eodhd,DMTK.US
EQY US,,eodhd,EQY.US
ROD FP,,eodhd,ROD.PA
CBH AU,,eodhd,CBH.AU
KRB PW,,eodhd,KRB.WAR
SK FP,SK.PA,eodhd,SK.PA
VIS NO,,eodhd,VIS.OL
RYTM US,RYTM,eodhd,RYTM.US
3563 TT,,eodhd,3563.TW
TLV1V FH,,eodhd,TLV1V.HE
KESKOB FH,KESKOB.HE,eodhd,KESKOB.HE
MEGA TB,,eodhd,MEGA.BK
TAP AU,,eodhd,TAP.AU
IJMP MK,,eodhd,IJMP.KLSE
4912 TT,,eodhd,4912.TW
CNVRG PM,,eodhd,CNVRG.PSE
BNS CN,BNS.TO,eodhd,BNS.TO
ATW US,,eodhd,ATW.US
9958 TT,9958.TW,eodhd,9958.TW
OTLK US,OTLK,eodhd,OTLK.US
4904 TT,4904.TW,eodhd,4904.TW
TUES US,,eodhd,TUES.US
KBU GR,,eodhd,KBU.HM
PXM PW,,eodhd,PXM.WAR
KVW NA,,eodhd,KVW.AS
DVO LN,,eodhd,DVO.LSE
MP1 AU,MP1.AX,eodhd,MP1.AU
SYB AU,,eodhd,SYB.AU
004990 KS,004990.KS,eodhd,004990.KQ
ALKB DC,,eodhd,ALKB.CO
DSKE US,DSKE,eodhd,DSKE.US
AMFI US,,eodhd,AMFI.US
CCRT US,,eodhd,CCRT.US
353810 KS,,eodhd,353810.KQ
KEX TB,,eodhd,KEX.BK
WRI US,,eodhd,WRI.US
CTIP3 BZ,,eodhd,CTIP3.SA
KDN US,,eodhd,KDN.US
SSFT US,,eodhd,SSFT.US
2531 JP,,yahoo,
AN FP,,eodhd,AN.PA
6463 JP,,yahoo,
AVD US,,eodhd,AVD.US
FDUS US,,eodhd,FDUS.US
KTWO US,,eodhd,KTWO.US
CLQ AU,,eodhd,CLQ.AU
SAI AU,,eodhd,SAI.AU
SPIE FP,SPIE.PA,eodhd,SPIE.PA
BIG SP,,eodhd,BIG.SG
3673 JP,,yahoo,
855 HK,,eodhd,0855.HK
IDCC US,,eodhd,IDCC.US
PETKM TI,,eodhd,PETKM.IS
ARCLK TI,ARCLK.IS,eodhd,ARCLK.IS
CPLA US,,eodhd,CPLA.US
MSCS US,,eodhd,MSCS.US
ELF US,ELF,eodhd,ELF.US
QBE AU,QBE.AX,eodhd,QBE.AU
MLNT US,,eodhd,MLNT.US
787 HK,,eodhd,0787.HK
PROEB SS,,eodhd,PROEB.ST
RSTI US,,eodhd,RSTI.US
DPLM LN,DPLM.L,eodhd,DPLM.LSE
WAVE NO,,eodhd,WAVE.OL
SOLK GA,,eodhd,SOLK.AT
ATRA US,ATRA,eodhd,ATRA.US
CDX US,,eodhd,CDX.US
CHCI US,,eodhd,CHCI.US
TRLA US,,eodhd,TRLA.US
ASYTE US,,eodhd,ASYTE.US
WEC AU,,eodhd,WEC.AU
HL US,HL,eodhd,HL.US
TZIX US,,eodhd,TZIX.US
NBIX US,NBIX,eodhd,NBIX.US
036710 KS,,eodhd,036710.KQ
ABMD US,ABMD,eodhd,ABMD.US
4980 JP,4980.T,yahoo,4980.T
SUBC NO,SUBC.OL,eodhd,SUBC.OL
ITN US,,eodhd,ITN.US
RJET US,,eodhd,RJET.US
BIP-U CN,BIP-UN.TO,eodhd,BIP-UN.TO
100130 KS,,eodhd,100130.KQ
CCBG US,,eodhd,CCBG.US
MAGG3 BZ,,eodhd,MAGG3.SA
PINFRA* MF,PINFRA.MX,eodhd,PINFRA.MX
TWR US,,eodhd,TWR.US
CMCO US,CMCO,eodhd,CMCO.US
TGL CN,,eodhd,TGL.TO
RESP US,,eodhd,RESP.US
RAPT US,RAPT,eodhd,RAPT.US
4922 JP,4922.T,yahoo,4922.T
BHP AU,BHP.AX,eodhd,BHP.AU
RMTI US,,eodhd,RMTI.US
4005 JP,4005.T,yahoo,4005.T
039130 KS,039130.KS,eodhd,039130.KQ
3433 JP,3433.T,yahoo,3433.T
6741 JP,,yahoo,
041830 KS,,eodhd,041830.KQ
SGK US,,eodhd,SGK.US
NXI FP,NXI.PA,eodhd,NXI.PA
VMEM US,,eodhd,VMEM.US
IOVA US,IOVA,eodhd,IOVA.US
ENR US,ENR,eodhd,ENR.US
ZHCB MK,,eodhd,ZHCB.KLSE
ATH CN,,eodhd,ATH.TO
PGF PW,,eodhd,PGF.WAR
A035760 KS,,eodhd,035760.KQ
MDK LN,,eodhd,MDK.LSE
WATG US,,eodhd,WATG.US
NOVN SW,NOVN.SW,eodhd,NOVN.SW
FCFS US,FCFS,eodhd,FCFS.US
3902 JP,,yahoo,
ATEC AV,,eodhd,ATEC.VI
BPE IM,BPE.MI,eodhd,BPE.MI
EXAM US,,eodhd,EXAM.US
LEH US,,eodhd,LEH.US
SYD US,,eodhd,SYD.US
LNT US,LNT,eodhd,LNT.US
GLYHO TI,,eodhd,GLYHO.IS
LGNDE US,,eodhd,LGNDE.US
GCL AU,,eodhd,GCL.AU
OMP AU,,eodhd,OMP.AU
RLGY US,RLGY,eodhd,RLGY.US
ATS AV,ATS.VI,eodhd,ATS.VI
AEG SJ,,eodhd,AEG.JSE
ALM SM,ALM.MC,eodhd,ALM.MC
1414 JP,1414.T,yahoo,1414.T
042100 KS,,eodhd,042100.KQ
GLG CN,,eodhd,GLG.TO
CRCM US,,eodhd,CRCM.US
3678 JP,3678.T,yahoo,3678.T
GOGL US,,eodhd,GOGL.US
MOS US,MOS,eodhd,MOS.US
ENGI FP,ENGI.PA,eodhd,ENGI.PA
FFY ID,,eodhd,FFY.IR
6855 JP,,yahoo,
GGG US,GGG,eodhd,GGG.US
9449 JP,9449.T,yahoo,9449.T
SIG LN,,eodhd,SIG.LSE
FTWR US,,eodhd,FTWR.US
SPB CN,SPB.TO,eodhd,SPB.TO
HUSQB SS,HUSQ-B.ST,eodhd,HUSQ-B.ST
INGA NA,INGA.AS,eodhd,INGA.AS
CPK US,CPK,eodhd,CPK.US
TA CN,TA.TO,eodhd,TA.TO
103590 KS,,eodhd,103590.KQ
003560 KS,,eodhd,003560.KQ
REZI US,REZI,eodhd,REZI.US
CRUZ3 BZ,,eodhd,CRUZ3.SA
PTZ US,,eodhd,PTZ.US
2678 JP,2678.T,yahoo,2678.T
6143 JP,6143.T,yahoo,6143.T
NYLD US,,eodhd,NYLD.US
CIN US,,eodhd,CIN.US
002270 KS,,eodhd,002270.KQ
CIR IM,,eodhd,CIR.MI
035000 KS,,eodhd,035000.KQ
185750 KS,185750.KS,eodhd,185750.KO
2638 HK,2638.HK,eodhd,2638.HK
BCEI US,,eodhd,BCEI.US
TRYG DC,TRYG.CO,eodhd,TRYG.CO
6861 JP,6861.T,yahoo,6861.T
CALP US,,eodhd,CALP.US
APO US,APO,eodhd,APO.US
INTB SS,,eodhd,INTB.ST
NWSA US,NWSA,eodhd,NWSA.US
015860 KS,,eodhd,015860.KQ
CHKE US,,eodhd,CHKE.US
2446 TT,,eodhd,2446.TWO
GYG LN,,eodhd,GYG.LSE
BRPR3 BZ,BRPR3.SA,eodhd,BRPR3.SA
326030 KS,326030.KS,eodhd,326030.KQ
3322 HK,,eodhd,3322.HK
DNL PM,,eodhd,DNL.PSE
HBOS LN,,eodhd,HBOS.LSE
ASRI IJ,,eodhd,ASRI.JK
ILCO IT,,eodhd,ILCO.TA
034230 KS,034230.KQ,eodhd,034230.KQ
SASR US,,eodhd,SASR.US
TEA US,,eodhd,TEA.US
EPOC US,,eodhd,EPOC.US
4174 TT,,eodhd,4174.TWO
ESTE US,ESTE,eodhd,ESTE.US
MELK SS,,eodhd,MELK.ST
MAT US,MAT,eodhd,MAT.US
KOS US,KOS,eodhd,KOS.US
LIFC US,,eodhd,LIFC.US
QMED SS,,eodhd,QMED.ST
RLGT US,,eodhd,RLGT.US
1200 HK,,eodhd,1200.HK
ADU AU,,eodhd,ADU.AU
SPT AU,,eodhd,SPT.AU
RATCH TB,,eodhd,RATCH.BK
UNVR IJ,UNVR.JK,eodhd,UNVR.JK
2812 TT,,eodhd,2812.TW
VBTX US,VBTX,eodhd,VBTX.US
PETZ3 BZ,,eodhd,PETZ3.SA
AALB NA,AALB.AS,eodhd,AALB.AS
BIOT SS,BIOT.ST,eodhd,BIOT.ST
ORL IT,,eodhd,ORL.TA
CLVT US,CLVT,eodhd,CLVT.US
NDX1 GR,NDX1.DE,eodhd,NDX1.XETRA
6908 JP,6908.T,yahoo,6908.T
ACBI US,,eodhd,ACBI.US
PWFL US,,eodhd,PWFL.US
6590 JP,6590.T,yahoo,6590.T
SIM DC,SIM.CO,eodhd,SIM.CO
8902 JP,,yahoo,
NMIH US,NMIH,eodhd,NMIH.US
PSTX US,,eodhd,PSTX.US
145020 KS,145020.KQ,eodhd,145020.KQ
GLFM US,,eodhd,GLFM.US
PLNT US,PLNT,eodhd,PLNT.US
MATK US,,eodhd,MATK.US
TYMN LN,TYMN.L,eodhd,TYMN.LSE
PRVA US,PRVA,eodhd,PRVA.US
053660 KS,,eodhd,053660.KQ
MRX US,,eodhd,MRX.US
CNA US,,eodhd,CNA.US
VAS US,,eodhd,VAS.US
TOWR US,,eodhd,TOWR.US
6735 JP,,yahoo,
SII US,,eodhd,SII.US
MKLW LN,,eodhd,MKLW.LSE
8251 JP,,yahoo,
WFT CN,,eodhd,WFT.TO
POY1V FH,,eodhd,POY1V.HE
TSPT US,,eodhd,TSPT.US
BCEL US,,eodhd,BCEL.US
BZU IM,BZU.MI,eodhd,BZU.MI
EML AU,EML.AX,eodhd,EML.AU
CCC LN,CCC.L,eodhd,CCC.LSE
285130 KS,,eodhd,285130.KO
EROS US,,eodhd,EROS.US
8804 JP,8804.T,yahoo,8804.T
CRMD US,,eodhd,CRMD.US
9062 JP,,yahoo,
LOGN SW,LOGN.SW,eodhd,LOGN.SW
VVC US,,eodhd,VVC.US
4343 JP,4343.T,yahoo,4343.T
EMBR3 BZ,EMBR3.SA,eodhd,EMBR3.SA
DGI US,,eodhd,DGI.US
FGEN PM,,eodhd,FGEN.PSE
MMHE MK,,eodhd,MMHE.KLSE
TPW NZ,,yahoo,
TRELB SS,TREL-B.ST,eodhd,TREL-B.ST
PSEC US,,eodhd,PSEC.US
XGN US,,eodhd,XGN.US
BBNI IJ,BBNI.JK,eodhd,BBNI.JK
EQN CN,,eodhd,EQN.TO
CLZR US,,eodhd,CLZR.US
NOVL US,,eodhd,NOVL.US
6740 JP,,yahoo,
060150 KS,060150.KQ,eodhd,060150.KQ
GNVC US,,eodhd,GNVC.US
STIM US,,eodhd,STIM.US
JPFA IJ,JPFA.JK,eodhd,JPFA.JK
DOM SS,DOM.ST,eodhd,DOM.ST
DML CN,DML.TO,eodhd,DML.TO
MACIN NA,,eodhd,MACIN.AS
MPI MK,3867.KL,eodhd,3867.KLSE
GRM US,,eodhd,GRM.US
FSJ LN,,eodhd,FSJ.LSE
SORIANAB MF,,eodhd,SORIANAB.MX
GPRO US,GPRO,eodhd,GPRO.US
EHL AU,,eodhd,EHL.AU
2801 TT,,eodhd,2801.TW
4384 JP,,yahoo,
GALE SW,GALE.SW,eodhd,GALE.SW
1319 TT,,eodhd,1319.TW
KYMR US,KYMR,eodhd,KYMR.US
TAXI US,,eodhd,TAXI.US
AVH AU,,eodhd,AVH.AU
IMC US,,eodhd,IMC.US
COOP US,COOP,eodhd,COOP.US
MPSX US,,eodhd,MPSX.US
CIMA US,,eodhd,CIMA.US
1083 HK,1083.HK,eodhd,1083.HK
RIV AU,,eodhd,RIV.AU
3217 TT,,eodhd,3217.TW
CVI US,CVI,eodhd,CVI.US
BEC US,,eodhd,BEC.US
LC US,LC,eodhd,LC.US
CAI IM,,eodhd,CAI.MI
9064 JP,9064.T,yahoo,9064.T
PRTL US,,eodhd,PRTL.US
006120 KS,,eodhd,006120.KQ
NUAN US,,eodhd,NUAN.US
COB LN,,eodhd,COB.LSE
8016 JP,,yahoo,
PNWB US,,eodhd,PNWB.US
1206 HK,,eodhd,1206.HK
LAT FP,,eodhd,LAT.PA
6479 JP,6479.T,yahoo,6479.T
5280 TT,,eodhd,5280.TWO
TAH MK,5012.KL,eodhd,5012.KLSE
SMOD US,,eodhd,SMOD.US
WSTC US,,eodhd,WSTC.US
8454 TT,8454.TW,eodhd,8454.TW
PXR US,,eodhd,PXR.US
2792 JP,,yahoo,
FLX AU,,eodhd,FLX.AU
PAAS CN,PAAS.TO,eodhd,PAAS.TO
9783 JP,9783.T,yahoo,9783.T
7202 JP,7202.T,yahoo,7202.T
GNS AU,,eodhd,GNS.AU
CME US,CME,eodhd,CME.US
966 HK,,eodhd,0966.HK
ECL US,ECL,eodhd,ECL.US
007660 KS,,eodhd,007660.KQ
KLR LN,,eodhd,KLR.LSE
6050 JP,,yahoo,
HBH GR,HBH.DE,eodhd,HBH.XETRA
GWPH US,,eodhd,GWPH.US
RB/ LN,,eodhd,RB.LSE
EOSE US,EOSE,eodhd,EOSE.US
AMAG AV,,eodhd,AMAG.VI
ECX AU,,eodhd,ECX.AU
AIMC US,AIMC,eodhd,AIMC.US
RLH US,,eodhd,RLH.US
DDE GR,,eodhd,DDE.XETRA
REMC US,,eodhd,REMC.US
FFKT US,,eodhd,FFKT.US
ALFA SS,ALFA.ST,eodhd,ALFA.ST
SEH US,,eodhd,SEH.US
SGMS US,,eodhd,SGMS.US
SZG GR,SZG.DE,eodhd,SZG.XETRA
HZN AU,,eodhd,HZN.AU
GCMG US,GCMG,eodhd,GCMG.US
VMSI US,,eodhd,VMSI.US
27 HK,0027.HK,eodhd,0027.HK
BATRK US,BATRK,eodhd,BATRK.US
TLGO SM,,eodhd,TLGO.MC
4816 JP,4816.T,yahoo,4816.T
SISE TI,SISE.IS,eodhd,SISE.IS
6997 JP,6997.T,yahoo,6997.T
7990 JP,7990.T,yahoo,7990.T
IDR SM,IDR.MC,eodhd,IDR.MC
5563 JP,,yahoo,
NXTP US,,eodhd,NXTP.US
HLF US,HLF,eodhd,HLF.US
255440 KS,,eodhd,255440.KO
MOV US,,eodhd,MOV.US
NTC SM,,eodhd,NTC.MC
3774 JP,3774.T,yahoo,3774.T
CGC AU,CGC.AX,eodhd,CGC.AU
KW US,KW,eodhd,KW.US
RN IM,,eodhd,RN.MI
ACOR US,,eodhd,ACOR.US
BE US,BE,eodhd,BE.US
SIMG US,,eodhd,SIMG.US
2229 JP,2229.T,yahoo,2229.T
BAA CN,,eodhd,BAA.TO
8914 JP,,yahoo,
CVCO US,CVCO,eodhd,CVCO.US
OTTR US,OTTR,eodhd,OTTR.US
ESG AU,,eodhd,ESG.AU
6541 TT,,eodhd,6541.TW
3097 JP,3097.T,yahoo,3097.T
IAU AU,,eodhd,IAU.AU
AXA AU,,eodhd,AXA.AU
VMI US,VMI,eodhd,VMI.US
FRAN US,,eodhd,FRAN.US
4543 JP,4543.T,yahoo,4543.T
CTL CN,,eodhd,CTL.TO
ANF US,ANF,eodhd,ANF.US
MWA US,MWA,eodhd,MWA.US
IMGN US,IMGN,eodhd,IMGN.US
GARD CN,,eodhd,GARD.TO
NYT US,NYT,eodhd,NYT.US
HPTX US,,eodhd,HPTX.US
AFN CN,,eodhd,AFN.TO
ALO FP,ALO.PA,eodhd,ALO.PA
KUL MK,,eodhd,KUL.KLSE
DCA LN,,eodhd,DCA.LSE
GTP AU,,eodhd,GTP.AU
2885 TT,2885.TW,eodhd,2885.TW
FLRY3 BZ,,eodhd,FLRY3.SA
DRI GR,,eodhd,DRI.XETRA
7821 JP,7821.T,yahoo,7821.T
ORK NO,ORK.OL,eodhd,ORK.OL
BSFT US,,eodhd,BSFT.US
SGB US,,eodhd,SGB.US
EVRG US,EVRG,eodhd,EVRG.US
CMR BB,,eodhd,CMR.BR
BDX US,BDX,eodhd,BDX.US
003410 KS,003410.KS,eodhd,003410.KQ
006360 KS,006360.KS,eodhd,006360.KQ
NUCO US,,eodhd,NUCO.US
FABG SS,FABG.ST,eodhd,FABG.ST
A043650 KS,,eodhd,043650.KQ
9412 JP,9412.T,yahoo,9412.T
TOWN US,TOWN,eodhd,TOWN.US
5110 JP,5110.T,yahoo,5110.T
VEB MK,,eodhd,VEB.KLSE
122900 KS,,eodhd,122900.KO
PEI US,,eodhd,PEI.US
TEL US,,eodhd,TEL.US
NA9 GR,NA9.BE,eodhd,NA9.XETRA
SEND US,,eodhd,SEND.US
SFBS US,SFBS,eodhd,SFBS.US
PIA IM,PIA.MI,eodhd,PIA.MI
ZFX AU,,eodhd,ZFX.AU
EIGI US,,eodhd,EIGI.US
3474 TT,,eodhd,3474.TWO
DIVX US,,eodhd,DIVX.US
LOW US,LOW,eodhd,LOW.US
SHP SJ,SHP.JO,eodhd,SHP.JSE
PTX US,,eodhd,PTX.US
VIG AV,VIG.VI,eodhd,VIG.VI
USRA IM,,eodhd,USRA.MI
PSRC US,,eodhd,PSRC.US
SFLY US,,eodhd,SFLY.US
FRM US,,eodhd,FRM.US
GKK US,,eodhd,GKK.US
KRB US,,eodhd,KRB.US
8233 JP,8233.T,yahoo,8233.T
MBKET TB,,eodhd,MBKET.BK
TRMR US,,eodhd,TRMR.US
OCDX US,OCDX,eodhd,OCDX.US
DAI GR,,eodhd,DAI.XETRA
3324 TT,3324.TWO,eodhd,3324.TWO
JUST LN,JUST.L,eodhd,JUST.LSE
ABVT US,,eodhd,ABVT.US
3043 TT,,eodhd,3043.TW
SRNA US,,eodhd,SRNA.US
CHCO US,CHCO,eodhd,CHCO.US
5263 TT,,eodhd,5263.TWO
992 HK,,eodhd,0992.HK
DOW AU,DOW.AX,eodhd,DOW.AU
TNC US,TNC,eodhd,TNC.US
KG US,,eodhd,KG.US
MRS LN,,eodhd,MRS.LSE
PXLW US,,eodhd,PXLW.US
ITX CN,,eodhd,ITX.TO
FDMT US,FDMT,eodhd,FDMT.US
PDII US,,eodhd,PDII.US
5932 JP,,yahoo,
EAT PW,,eodhd,EAT.WAR
CSH/UN CA,,ignore,
AAWW US,AAWW,eodhd,AAWW.US
DNB NO,DNB.OL,eodhd,DNB.OL
2450 TT,,eodhd,2450.TW
PTM AU,PTM.AX,eodhd,PTM.AU
LXP US,,eodhd,LXP.US
MSEX US,MSEX,eodhd,MSEX.US
GROLC NA,,eodhd,GROLC.AS
SFR FP,,eodhd,SFR.PA
ASR CN,,eodhd,ASR.TO
NETI US,,eodhd,NETI.US
1070 HK,,eodhd,1070.HK
CPX CN,CPX.TO,eodhd,CPX.TO
HILL US,,eodhd,HILL.US
CWTR US,,eodhd,CWTR.US
GDEN US,GDEN,eodhd,GDEN.US
6058 JP,6058.T,yahoo,6058.T
STJ LN,STJ.L,eodhd,STJ.LSE
ELD CN,ELD.TO,eodhd,ELD.TO
AGO US,AGO,eodhd,AGO.US
SFF CN,,eodhd,SFF.TO
2881 TT,2881.TW,eodhd,2881.TW
BID US,,eodhd,BID.US
IFL LN,,eodhd,IFL.LSE
PLAB US,PLAB,eodhd,PLAB.US
DAN US,DAN,eodhd,DAN.US
RSPP US,,eodhd,RSPP.US
KKR US,KKR,eodhd,KKR.US
FORM US,FORM,eodhd,FORM.US
ATR US,ATR,eodhd,ATR.US
TCPTF US,,eodhd,TCPTF.US
CDIC US,,eodhd,CDIC.US
DDIC US,,eodhd,DDIC.US
SOLG LN,SOLG.L,eodhd,SOLG.LSE
CBLK US,,eodhd,CBLK.US
2891 TT,2891.TW,eodhd,2891.TW
FRP US,,eodhd,FRP.US
DRR AU,DRR.AX,eodhd,DRR.AU
9603 JP,9603.T,yahoo,9603.T
SKC NZ,SKC.NZ,yahoo,SKC.NZ
BLA TB,,eodhd,BLA.BK
GRPH US,GRPH,eodhd,GRPH.US
CAS CN,CAS.TO,eodhd,CAS.TO
4696 JP,,yahoo,
014900 KS,,eodhd,014900.KQ
024720 KS,,eodhd,024720.KQ
ONTEX BB,ONTEX.BR,eodhd,ONTEX.BR
AORT US,AORT,eodhd,AORT.US
8403 JP,,yahoo,
3009 TT,,eodhd,3009.TWO
PI US,PI,eodhd,PI.US
WLDN US,WLDN,eodhd,WLDN.US
TIM CN,,eodhd,TIM.V
I US,,eodhd,I.US
WORK TB,,eodhd,WORK.BK
6274 TT,6274.TWO,eodhd,6274.TWO
HIIQ US,,eodhd,HIIQ.US
HFWA US,HFWA,eodhd,HFWA.US
8593 JP,8593.T,yahoo,8593.T
SLFI US,,eodhd,SLFI.US
PCYC US,,eodhd,PCYC.US
HITT US,,eodhd,HITT.US
MCB LN,,eodhd,MCB.LSE
9790 JP,9790.T,yahoo,9790.T
8218 JP,,yahoo,
2349 TT,,eodhd,2349.TW
VNVSDB SS,,eodhd,VNV.ST
1558 TT,,eodhd,1558.TW
INOV US,,eodhd,INOV.US
2915 TT,,eodhd,2915.TW
WBSN US,,eodhd,WBSN.US
PGOLD PM,,eodhd,PGOLD.PSE
MOVE SW,MOVE.SW,eodhd,MOVE.SW
FEMSAUBD MF,FEMSAUBD.MX,eodhd,FEMSAUBD.MX
EMAG US,,eodhd,EMAG.US
SNG GR,,eodhd,SNG.XETRA
MEDQE US,,eodhd,MEDQE.US
POW CN,POW.TO,eodhd,POW.TO
BDI CN,,eodhd,BDI.TO
CVTI US,,eodhd,CVTI.US
8766 JP,8766.T,yahoo,8766.T
9744 JP,9744.T,yahoo,9744.T
HBOR3 BZ,,eodhd,HBOR3.SA
AGTC US,,eodhd,AGTC.US
WTF AU,,eodhd,WTF.AU
NB2 GR,,eodhd,NB2.XETRA
TOI GR,,eodhd,TOI.F
AWI US,AWI,eodhd,AWI.US
FMG AU,FMG.AX,eodhd,FMG.AU
GFBBB MF,,eodhd,GFBBB.MX
BGRIM TB,,eodhd,BGRIM.BK
BELM US,,eodhd,BELM.US
3211 TT,,eodhd,3211.TWO
INVX US,,eodhd,INVX.US
GIG US,,eodhd,GIG.US
HSTG LN,,eodhd,HSTG.LSE
3789 JP,,yahoo,
ZGNX US,,eodhd,ZGNX.US
YOU GR,YOU.BE,eodhd,YOU.XETRA
NED SJ,NED.JO,eodhd,NED.JSE
AXFO SS,AXFO.ST,eodhd,AXFO.ST
CNA LN,CNA.L,eodhd,CNA.LSE
5393 JP,5393.T,yahoo,5393.T
6135 JP,6135.T,yahoo,6135.T
APPS SM,APPS.MC,eodhd,APPS.MC
2282 HK,2282.HK,eodhd,2282.HK
2316 TT,,eodhd,2316.TW
HSX LN,HSX.L,eodhd,HSX.LSE
BBTN IJ,,eodhd,BBTN.JK
4045 JP,,yahoo,
2004 JP,,yahoo,
DTE AU,,eodhd,DTE.AU
049770 KS,,eodhd,049770.KQ
PMV AU,PMV.AX,eodhd,PMV.AU
1482276D US,,eodhd,1482276D.US
HER IM,HER.MI,eodhd,HER.MI
004710 KS,,eodhd,004710.KQ
CHTR US,CHTR,eodhd,CHTR.US
IGM CN,IGM.TO,eodhd,IGM.TO
FLIC US,,eodhd,FLIC.US
TECD US,,eodhd,TECD.US
4666 JP,4666.T,yahoo,4666.T
OSXB3 BZ,,eodhd,OSXB3.SA
073490 KS,,eodhd,073490.KQ
SSI US,,eodhd,SSI.US
IHP LN,IHP.L,eodhd,IHP.LSE
TLG GR,,eodhd,TLG.XETRA
NOLAB SS,NOLA-B.ST,eodhd,NOLA-B.ST
HEIM MK,,eodhd,3255.KLSE
6289 TT,,eodhd,6289.TW
RRX US,RBC,eodhd,RRX.US
SBO AV,SBO.VI,eodhd,SBO.VI
LSE US,,eodhd,LSE.US
WHQ US,,eodhd,WHQ.US
010690 KS,,eodhd,010690.KQ
ABDN LN,SLA.L,eodhd,ABDN.LSE
CGD FP,,eodhd,CGD.PA
2875 JP,2875.T,yahoo,2875.T
9519 JP,9519.T,yahoo,9519.T
SCO AU,,eodhd,SCO.AU
2807 TT,,eodhd,2807.TWO
BEAUTY TB,,eodhd,BEAUTY.BK
QSR CN,QSR.TO,eodhd,QSR.TO
RYL US,,eodhd,RYL.US
